E_true,E_rec
20,22.02874145114153
20,21.560877234903064
20,25.909194932061126
20,20.489359881028182
20,22.39151576785358
20,21.950245662951602
20,24.822452535890683
20,19.988933060889348
20,24.01330272739198
20,21.341724693826546
20,25.431470384055093
20,25.15482089428565
20,24.770901127833916
20,20.978753332181572
20,23.219173163529373
20,20.887489361814158
20,23.319147711401953
20,19.440366729665904
20,18.988631419862973
20,21.70949827953604
20,20.52595372722547
20,21.06411269391112
20,21.434539114778723
20,19.944758101502046
20,22.509260042518004
20,15.80926510465828
20,22.21737176473171
20,20.16298487752419
20,19.764246874581048
20,22.210594574954992
20,24.637869253383453
20,23.673318101867736
20,21.35818592066085
20,22.295612505850542
20,23.07111880840101
20,24.640114369913192
20,24.7231116709176
20,23.131277739391095
20,21.462319795855002
20,23.603163497036093
20,18.496916296654543
20,20.455781172624267
20,24.03830853069199
20,14.349165249711863
20,23.618591135071902
20,23.426184689857955
20,23.808415791714793
20,20.10430744228571
20,23.380854447701722
20,21.278716040039424
20,21.008186308498818
20,23.913189226440895
20,18.48283414935374
20,21.831277158226808
20,22.09489180128362
20,20.67687214980522
20,23.318144612521113
20,22.91272376626367
20,21.567877135016957
20,23.65874316104939
20,23.59764054869054
20,21.46645431601404
20,20.23455363125143
20,20.74876561721116
20,18.44660316426627
20,21.635671185800028
20,23.13906982980661
20,24.182570998570966
20,24.29645479712613
20,18.713915288958134
20,21.95756421386367
20,22.467132933021983
20,22.91983436351264
20,21.52792534795185
20,21.96816016662298
20,27.104612665006247
20,25.04019086380297
20,23.58657433150713
20,22.13281441068541
20,25.58137848911028
20,20.867923279041392
20,22.51728469450325
20,23.95897636873265
20,20.268338317115635
20,17.65483496526366
20,22.775914534335236
20,18.490125954163013
20,21.94529391862017
20,21.988685678315505
20,22.928907587947347
20,24.32245150244027
20,20.07982332881565
20,24.312862970131473
20,22.422962095017258
20,18.455028502066707
20,24.615692119069358
20,23.020233297652418
20,21.839250526889813
20,23.996577345146342
20,22.699038067961972
20,20.684664008439704
20,19.430169679079146
20,23.970542071285898
20,22.078735700855447
20,23.262965585562846
20,20.969947180159515
20,23.323260384950785
20,25.201773772418022
20,24.71704987012958
20,20.643304536472957
20,20.012979821270346
20,24.26826983231281
20,24.7997540763362
20,22.248948125063063
20,21.991280014155972
20,21.77560975640538
20,19.33262467483002
20,23.547112509520037
20,21.30806096993304
20,17.353751974494593
20,22.064210602521666
20,20.315247552000045
20,23.976343589688184
20,24.240502379395984
20,22.651790239292556
20,23.252518919496385
20,21.5247401675912
20,21.540596669152105
20,20.783932838359508
20,19.853443229102957
20,21.15498128948256
20,18.08131646604494
20,19.974370528764737
20,17.719454615852683
20,22.65262895180015
20,23.256304617511315
20,24.76657138397752
20,18.013682996750227
20,22.650150344706496
20,25.32745193382111
20,25.383418378947695
20,20.979870284371653
20,22.45565669279005
20,27.50232047591353
20,22.195483755521103
20,23.308236077978854
20,21.4424705809436
20,24.00755635638355
20,22.093796047445814
20,24.93280517168041
20,23.563395254199275
20,23.43386993295119
20,24.894819387166088
20,26.771512981821733
20,22.523522155384306
20,21.8945333467366
20,21.73570144122963
20,23.854142343998262
20,22.404435866417696
20,19.219877130560203
20,20.152878159863835
20,20.77899388122521
20,19.540566423230253
20,21.261740987562565
20,20.10400479663757
20,23.393410460815225
20,20.76768443260605
20,22.375240583864276
20,24.226955548440788
20,20.73229606245765
20,24.89193257702015
20,21.66940818638294
20,21.917687104985387
20,19.06367121116548
20,19.33041305860205
20,25.71799733732225
20,21.123457146206995
20,22.27784313309082
20,21.76247426856292
20,21.924975735218933
20,19.021549390848875
20,22.25252478583809
20,25.849883256133722
20,22.439676412641106
20,24.560684109754373
20,22.984765240059666
20,22.849325836168493
20,19.89248141117103
20,25.827739760201936
20,20.02570697946629
20,23.2706454029605
20,21.53291757332234
20,20.058132672424218
20,25.03891055797876
20,21.5340262619115
20,23.353697077983785
20,19.206487891790758
20,25.581309326036557
20,22.005680416090136
20,24.7087255842621
20,23.282454057679935
20,22.425847656835955
20,27.085305978080974
20,20.98403392702231
20,21.865227293863647
20,20.360018296641535
20,21.1635373703609
20,22.574415217111625
20,24.055561049466302
20,18.43095810585216
20,17.232554634426474
20,23.413387161812253
20,25.28618581114683
20,25.19244858566925
20,20.248039224596628
20,25.360014963282726
20,23.727566432117115
20,19.883724367461532
20,21.28117786419149
20,20.57772275839055
20,22.683112531953295
20,20.69881748351695
20,25.458587850437883
20,20.493454492930386
20,22.10944525857365
20,18.37160717248598
20,25.752280515131456
20,20.17257506260095
20,21.936834660778743
20,23.004007877475452
20,23.486893142797957
20,25.949890665116254
20,24.536576598622812
20,18.942226855739833
20,16.398185571521356
20,22.384378965254054
20,20.90836484811734
20,24.027859012571863
20,22.019547370759977
20,22.202904153322105
20,25.24012358504151
20,19.98352407246347
20,28.07202384523258
20,22.11157870650452
20,23.998382419291573
20,19.939617611223603
20,22.498861073574407
20,21.616629899234383
20,23.604222494041263
20,21.23009551337376
20,24.37612212736223
20,21.741842936738912
20,22.269046125778697
20,22.22768067100432
20,22.055628835363436
20,23.21625676498718
20,22.618569366094817
20,20.880390867558308
20,20.0753494643101
20,22.774322903334923
20,20.650769729443315
20,24.862177458397706
20,24.153775834557614
20,18.73838642805453
20,24.24282605663824
20,27.87030651338432
20,21.445332502194518
20,19.360513219977328
20,22.310856520739904
20,20.791182096270756
20,22.05172487066359
20,20.004125637317465
20,18.49045688115171
20,18.58869638624701
20,22.635551632896114
20,20.063209770466045
20,21.326912813529873
20,23.558034491721955
20,23.830247527465872
20,24.120231947972076
20,21.809069235008042
20,25.76896937623836
20,22.380680185472134
20,19.645446943413393
20,22.099871472745175
20,20.255297562051783
20,22.894418707311985
20,23.679977811089465
20,17.919884322942654
20,20.3265178194383
20,20.097819834262488
20,20.875362800357014
20,24.926027076121258
20,21.867680333847403
20,25.465697692068666
20,22.25166877537288
20,20.94151986731771
20,22.481754392939244
20,20.81083811298955
20,23.18997948580225
20,24.38265881043558
20,25.82200163938828
20,17.744582826919242
20,23.72954444998797
20,21.195148340956262
20,25.873161078696047
20,20.11234494368219
20,19.484953608920673
20,19.256384349194597
20,24.349069592365794
20,20.52054298221955
20,21.569819309566363
20,20.495989754850516
20,19.209030904276712
20,17.39667660751994
20,20.970845369241204
20,25.109765938726824
20,26.81778435574698
20,19.652745915608374
20,19.206979966296153
20,23.655259682408836
20,20.223588320834928
20,22.008522535741413
20,24.792282817479972
20,22.815457052383728
20,20.910405169168147
20,25.857800874101386
20,22.066922123478562
20,20.853675194607032
20,19.393026004954997
20,23.34707588632717
20,21.47623405554631
20,22.779953307364956
20,20.46764673019494
20,22.42543137762409
20,26.20121134214873
20,22.284253706540845
20,23.463757754458843
20,19.664519661486594
20,21.094623577165848
20,21.321343045788144
20,20.555274422522213
20,17.720420171238228
20,22.026412406022114
20,25.969699176203747
20,13.85674900153899
20,15.602720084230398
20,23.20634907348584
20,22.968041597787423
20,22.79247296658089
20,18.752668246753515
20,20.996359436012586
20,23.36929983093921
20,22.36058162159611
20,25.561869492697596
20,24.57169343920292
20,23.49481545704982
20,23.768624037686088
20,23.27524298864713
20,24.60255653880815
20,22.013004323943413
20,21.23472873337034
20,19.814300541227176
20,22.583295406697946
20,21.193522078418923
20,20.039352930558255
20,18.317263448172582
20,18.979070714285882
20,26.704636655806397
20,22.899121572957352
20,22.6701522008578
20,23.079878560541708
20,18.524922756110147
20,18.717356344401402
20,23.761629531590696
20,20.140440492910137
20,19.53469869523476
20,21.6689317606259
20,19.639190096931067
20,19.530694168877886
20,24.226817136832157
20,23.02896187498289
20,18.05564305390926
20,20.140236585075808
20,21.772134849514195
20,20.43012131371803
20,22.27354561106886
20,24.92225543677541
20,19.608480672464108
20,21.13516473037037
20,23.746964400945128
20,23.092853349994805
20,21.255416643919016
20,17.49361765742915
20,25.13813777596841
20,22.535621740097874
20,18.838000800136577
20,25.3565400433544
20,20.010145762911748
20,18.90472573695053
20,22.459929042016988
20,21.496784823376462
20,21.8734153965724
20,20.865685382131144
20,20.104679405435025
20,19.310035845868946
20,24.23596489085715
20,25.243154753030787
20,19.745545573544586
20,24.198864912534795
20,23.3975210950558
20,20.602704753186
20,21.443592983636442
20,19.123672273158242
20,21.85423347047313
20,21.796390593516122
20,23.507508296382035
20,19.001665617716963
20,21.53554110396367
20,22.467694682859186
20,21.052732731786385
20,22.94456863306304
20,20.324226774839733
20,22.7991961732288
20,23.275670433967075
20,22.887127768175656
20,16.306936163879243
20,20.592720154891914
20,23.206708812589465
20,20.213725240364425
20,21.66126902019628
20,25.172075110676243
20,21.38137703861104
20,20.225648983784527
20,21.99679066295219
20,22.72489157567045
20,19.887231763422403
20,23.89621210603069
20,20.900267355740276
20,26.509806615650394
20,24.9474990639913
20,15.089664749088318
20,20.528070266464624
20,24.855122069856343
20,23.493527594812385
20,22.846926254374537
20,19.129099488011462
20,20.328589501326515
20,21.53315648000296
20,22.51740974631581
20,24.55928254331559
20,21.79808115637764
20,23.78971085832379
20,24.60505431489875
20,17.712378412757854
20,17.8197083295165
20,21.497482514092336
20,22.390136138126234
20,21.11743043147453
20,20.887990460511713
20,27.51692263303818
20,21.450414734695094
20,21.343867392179128
20,22.180808813766298
20,23.60953490280432
20,20.964045538312845
20,22.507518805753975
20,26.57518547693548
20,23.21957152888294
20,22.937175611566094
20,21.311776621180815
20,20.634206014301316
20,24.369776370888918
20,19.253580911271563
20,22.398576334739957
20,20.862319181590987
20,25.319760126092646
20,17.731816059627576
20,22.146451955220012
20,22.878055637680987
20,22.431041589160316
20,19.783243519216825
20,22.985191009176802
20,24.51126142909598
20,23.696809658573887
20,20.070898462714403
20,22.13462668604352
20,22.317946493425712
20,19.50178580082568
20,18.93137859149562
20,24.631532761967215
20,24.4540198002285
20,25.835348783811813
20,24.554332831070344
20,22.291253263433276
20,19.928869069716004
20,21.644729053496324
20,22.001849899414275
20,22.495882294597024
20,18.724784926802872
20,21.19117164658103
20,21.10697498151185
20,20.913963831681126
20,19.095856750650636
20,23.182579796759033
20,21.523153478579268
20,21.245648248347162
20,20.32945586831805
20,21.051672383979767
20,22.631679031783044
20,27.250779228426246
20,24.98606164585319
20,24.87058704750518
20,22.500782771843646
20,21.954439859024202
20,20.74792512849711
20,19.922490913584646
20,21.974629355349606
20,25.446622819980618
20,25.877113337135125
20,26.200228710665833
20,22.639251565235323
20,21.612816832328118
20,20.844060480490405
20,23.13139776061714
20,20.16866626781054
20,22.391173986742274
20,20.266845780658258
20,25.834292270630883
20,18.53615994838494
20,22.766462920114318
20,22.43924308620377
20,20.92650174959098
20,19.65191165690497
20,21.820417795471435
20,21.023142363236296
20,25.099933911442953
20,22.163594653039134
20,25.95762743748764
20,21.807054968799623
20,21.248228803932157
20,21.449367373551315
20,23.09857873208395
20,20.961285120926522
20,19.411534517344432
20,22.563550052630447
20,19.510049190373685
20,23.43828085373082
20,22.506766855088284
20,21.913669913970004
20,25.16148434276314
20,24.618812227973677
20,18.74609692770465
20,23.072318208169417
20,22.43853971160155
20,22.51148012692199
20,20.487531168190618
20,22.661116087302734
20,22.473008639614683
20,22.137460237607012
20,25.400619568589974
20,25.52600598834113
20,26.331418030074282
20,22.504550260656522
20,20.126950948262845
20,23.237256982184896
20,18.780488231413614
20,24.394139285994576
20,18.481011458454795
20,25.677118277244347
20,22.946283316754062
20,23.804657807832626
20,17.091870216638256
20,20.9603027104385
20,19.241403632494702
20,20.713691121898748
20,24.119422408313728
20,20.838132009136
20,25.8729473248413
20,23.845648886444188
20,25.133738123521567
20,21.75183236935274
20,23.31379868932764
20,21.36403309826013
20,23.19381905557178
20,20.53165632217499
20,21.384785816221513
20,23.06738090998741
20,22.979810688281365
20,22.317321008020723
20,22.2127198148453
20,24.866007339859287
20,22.57175234898075
20,23.26271257152358
20,21.633916237429457
20,22.991474396734645
20,18.410620777038282
20,22.04237421386669
20,20.58100808959493
20,24.26267542769362
20,22.009016191729682
20,22.153844851100192
20,20.738240650411534
20,23.38096094446974
20,24.98876157938287
20,19.90542983283718
20,25.408616997796546
20,18.471519159714504
20,23.002238395252952
20,21.594598891497608
20,24.08190925503064
20,21.17636639506655
20,24.561340531495933
20,19.084956013087325
20,22.18818896249643
20,25.087507941749934
20,24.32140226787741
20,21.134423559336962
20,21.85146851924156
20,23.136662964825195
20,24.680181938556363
20,25.148055261249525
20,23.24444767551919
20,20.984702837041045
20,23.731945930037025
20,19.107419747903148
20,23.475420314627286
20,24.427696187567076
20,21.606657710630667
20,21.51221476307901
20,23.359035373808318
20,22.843126793212257
20,21.58707894191424
20,23.310127584812935
20,22.52574992786523
20,19.947415744283838
20,22.755360071175506
20,20.95823818512263
20,21.586865298074933
20,21.301182640455803
20,25.511749916699774
20,21.005708773762713
20,22.36334685485491
20,23.36518655445529
20,19.94943155499295
20,20.956709882439945
20,21.892247890792515
20,21.698823147239082
20,26.65924681783401
20,26.231178260328583
20,21.2963112054629
20,22.11072280675093
20,22.435628857890254
20,18.341489317734574
20,22.42025083437321
20,22.787134738965726
20,22.475350841481763
20,23.547579733721296
20,22.177295785323132
20,20.693922856060297
20,24.087456371854206
20,21.77734928955831
20,19.393295041200815
20,23.919809437370247
20,20.88978460053026
20,21.581936609119147
20,19.933111979987096
20,21.25771362210558
20,22.538163451783515
20,23.13784725203701
20,24.704980690119626
20,25.146331859868198
20,24.01467830385749
20,21.11235555731239
20,19.80090438919673
20,21.414599518888142
20,21.668234496085063
20,23.142030902731722
20,23.195352099913567
20,19.76825020890187
20,20.011005445037284
20,22.337320272351363
20,22.784082756276128
20,24.759751236752976
20,22.49445942435086
20,22.566673677725014
20,17.54280126989487
20,21.313433436621487
30,32.973025213943394
30,29.518450089571946
30,30.102449182325362
30,36.518703882464195
30,27.963669350097327
30,31.707314339496122
30,32.030225745398816
30,36.71695206814132
30,34.2843133824234
30,35.32164566070438
30,38.45612845166877
30,28.407296393976086
30,31.39048157253696
30,32.78109972809295
30,34.10342738350805
30,30.19516931386849
30,30.87233350747356
30,31.691118220954653
30,32.78695725460177
30,27.55375362967626
30,32.58477927156695
30,32.931649679099365
30,33.667263982369924
30,34.321733655660054
30,27.657401742479188
30,30.993405710867222
30,33.773418993534875
30,32.195004981579004
30,34.180068917121865
30,32.95275069474905
30,29.431841464694486
30,34.29722973992228
30,29.429427009259037
30,35.568030825126435
30,30.518098196416858
30,34.51554335526178
30,30.550196869554252
30,30.54040915725584
30,32.917905040888044
30,33.804820729145085
30,31.35014226128263
30,30.270464369557292
30,29.58018095932301
30,34.538585839215806
30,31.677576125144142
30,37.14413890807366
30,31.56054097465931
30,31.707716843525315
30,37.19138572358065
30,30.368582241206546
30,37.500489681157575
30,32.27346647680362
30,28.722556735401053
30,34.12804520720069
30,37.08016142996724
30,28.667707834633408
30,31.24589857348159
30,32.40276264034153
30,29.578455583317563
30,31.947718444056974
30,30.424227456486676
30,33.68887854291592
30,32.06202931903546
30,32.77993019382204
30,32.75894061427906
30,33.250541011652906
30,27.642322149371147
30,33.68983201738111
30,32.60348426522689
30,31.463522870054444
30,34.28289836230959
30,32.889288768019746
30,31.03691216749936
30,32.04854554272503
30,30.701963272463647
30,33.78761360340275
30,31.450987282232713
30,30.952010365903696
30,29.64370779665869
30,31.174097303507146
30,38.28374916092143
30,28.896861947159877
30,32.21791451521646
30,32.91840945271244
30,28.8542938325745
30,31.44346882713462
30,33.526553407088265
30,28.740595590858888
30,34.56265708185513
30,30.471427334752597
30,30.234888378234857
30,33.61475761059514
30,31.763345108750762
30,33.054376590118714
30,30.92068305061897
30,32.08953481622865
30,27.756199461523096
30,29.64815277856122
30,33.006772554749325
30,35.03514789127305
30,31.519197750306365
30,27.382708014804983
30,31.075080722206398
30,34.135390652504704
30,35.885591335178624
30,32.75081182922676
30,35.58789140299721
30,33.97109244680012
30,31.945172385914283
30,35.63211979399673
30,31.194913846778256
30,30.072577482047276
30,33.50505044869045
30,28.20707976425615
30,34.261841498650696
30,35.48643181804611
30,34.17066201463055
30,35.887090337944976
30,33.90835645656285
30,33.18677141061862
30,33.26742836978122
30,36.12978914068929
30,30.619355876697604
30,32.885875078200165
30,32.13826907140082
30,39.755691087330185
30,29.69928011446777
30,36.26236253394508
30,33.75330404030069
30,33.926793135332765
30,31.567074167468956
30,33.89859997453036
30,39.44536356867117
30,33.39801028199985
30,31.572583315700307
30,33.63151722238642
30,33.030430209030484
30,33.21373404454618
30,34.38783025093555
30,33.313805114663246
30,33.151311656856514
30,37.48745486428349
30,29.337496607976007
30,30.4431315403304
30,35.30264170015431
30,31.504275010852233
30,34.55534157804557
30,33.1664747240017
30,33.477643878793465
30,31.115736688945614
30,31.749662386189403
30,31.59253173758363
30,29.548881772977307
30,34.10292615078141
30,32.60798833193759
30,29.834393490729372
30,32.93916856772709
30,31.14001893644724
30,28.27714547496665
30,31.7007876099917
30,29.14455522743271
30,31.55367060987971
30,32.54061114057532
30,32.377965941340115
30,29.645982934206174
30,34.95258610571224
30,35.16350807716135
30,32.382758848374145
30,33.49220005104333
30,32.38751571311602
30,35.2247373001147
30,31.343118211426397
30,33.78961181856967
30,36.106624232728926
30,34.6678365602137
30,34.080624569746526
30,30.057856722211206
30,28.220371695207927
30,35.919947989818496
30,32.87782431121025
30,34.91314088461699
30,29.861588493684888
30,32.67252461836278
30,32.715634637312654
30,33.393976157441365
30,29.481712982412446
30,32.8958060403025
30,30.859955698902223
30,31.67778366422686
30,33.71624636506588
30,31.25695624591337
30,33.00337736870791
30,32.27346288519597
30,30.2731258336236
30,32.056799369605386
30,27.524596373799632
30,32.883613502772114
30,28.986725105511397
30,35.54896134479195
30,33.451515858757084
30,32.58427815965313
30,31.589980903314657
30,38.68677281453066
30,39.52064989143456
30,31.32335397747768
30,31.799403448663686
30,30.882977742611036
30,31.99843895876344
30,28.369394311230078
30,35.898446229212475
30,32.82976848851377
30,31.611430670124566
30,27.316714262146654
30,34.730831683768955
30,30.54258823905809
30,30.314907965847397
30,32.52371103871975
30,30.348532288092258
30,36.088573467235705
30,32.79037293352176
30,34.57759441339402
30,34.12998789539805
30,30.35653058712415
30,33.36015175259686
30,28.00304724521603
30,32.88457790895215
30,31.651094882874858
30,33.20106730857587
30,36.75648960597157
30,30.420751639519032
30,34.368156877835176
30,32.613112657258554
30,36.69040230408871
30,30.69704894802163
30,28.04101566982787
30,31.758992293260718
30,33.870535554645755
30,29.046915344710264
30,28.849601840746853
30,29.872383915471595
30,33.66088415642894
30,32.58812075032244
30,34.92763235141784
30,26.18026786626795
30,36.9951791214498
30,32.11561545176947
30,35.34710385654893
30,30.481916062192898
30,30.797305618265113
30,33.46403021743247
30,34.73447590984524
30,31.62985986597913
30,31.8316224151836
30,30.823392523201257
30,28.541314683002682
30,34.502530141991215
30,35.7591536086328
30,33.80105660332508
30,33.92379673103804
30,32.44759181534427
30,34.02947712718422
30,33.079857839656
30,31.67454241365289
30,32.69926998580597
30,34.109528483805775
30,29.327026323200137
30,29.4641270862307
30,30.33280831661303
30,31.092605791201528
30,35.59738115032809
30,32.902293598039456
30,32.440035100982314
30,29.769635912169566
30,35.37108952496462
30,31.113745096481868
30,34.83465006855159
30,36.38016602075218
30,28.94887694871767
30,30.750614312749168
30,30.422571059337955
30,36.06741641518954
30,34.13047559753418
30,37.85343339375494
30,26.152141282047126
30,31.228781968196394
30,31.812917886255903
30,37.38948875711094
30,29.323682619991892
30,37.147311868149586
30,35.69899249619672
30,31.33169448590658
30,34.50106892414053
30,29.88370676363566
30,33.21585932917888
30,32.126258157936824
30,32.65525389483991
30,34.959799203750705
30,29.558329466651923
30,33.42265781617823
30,31.464506880548672
30,34.58294064554839
30,31.83217366481495
30,32.47921170875792
30,34.65741694271566
30,35.717023978420755
30,34.63319227102502
30,30.558577434316938
30,36.80376626393035
30,32.79619193080492
30,23.971160111642313
30,38.900124035475926
30,32.106936469304856
30,35.62829557152151
30,35.23324205194435
30,31.704648484750308
30,33.70097223184936
30,35.00885422055691
30,35.797793602059826
30,31.596634990397853
30,33.789314245514234
30,29.692895313743797
30,32.57826137393843
30,35.4336580686574
30,35.218311740027175
30,28.489311086395176
30,33.56833507892761
30,31.37606684302295
30,33.205750337357685
30,32.66597532562699
30,34.49973451493807
30,34.46942535853035
30,34.245325967627714
30,32.10197373872356
30,34.83273445838638
30,34.191687550814855
30,34.27953297453276
30,31.847101134696086
30,31.720927566893728
30,34.04582121169922
30,33.81189780180561
30,33.44240214865165
30,31.908718141521295
30,32.41120732812495
30,36.05837431109466
30,32.30731187245698
30,30.727719137207767
30,35.80812589395409
30,34.333150824492996
30,33.77636401207569
30,28.20269961834515
30,30.406952587370004
30,29.885512454759777
30,33.31914061556989
30,38.21273800229177
30,29.194613590316607
30,30.91028764046258
30,29.132857757537142
30,31.255032591905465
30,33.10352186381431
30,33.45181496755118
30,38.819704166364254
30,33.34194190210683
30,32.60727899408753
30,39.44496394393727
30,29.636413688277983
30,36.36801328302217
30,29.738143356516282
30,30.80009559752666
30,34.36676062456703
30,34.34175063072098
30,32.09008673942566
30,29.96855143438232
30,29.055282283292872
30,25.121711627038195
30,33.57104211633035
30,28.32777151376205
30,30.14480995503807
30,31.641203474411626
30,32.718352132523854
30,29.93551220469552
30,30.530462819006992
30,27.56489779429562
30,33.90807919869919
30,37.36551816395726
30,29.93207927780391
30,37.61895813844306
30,32.708715265045846
30,35.989112855690756
30,34.96877008203637
30,26.327685436679488
30,31.02722705852004
30,31.342187830491106
30,29.74641431007757
30,32.13854724410994
30,36.638577101489915
30,30.560472058536806
30,32.414578218337276
30,33.20166131147178
